        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
-44.648265  -44.648265  -44.648265  |  0.451776  0.451776  0.451776
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
-3.781753  -3.781753  -4.281753  |  0.532823  0.532823  0.373469
-4.281753  -4.781753  -4.281753  |  0.373469  0.367317  0.356541
-4.281753  -4.281753  -3.781753  |  0.356541  0.465986  0.349906
-3.781753  -3.281753  -2.781753  |  0.349906  0.346527  0.345511
-2.781753  -1.781753  -2.281753  |  0.345511  0.347337  0.346023
-2.781753  -2.781753  -2.781753  |  0.345511  0.345511  0.345511
-2.781753  -2.781753  -2.781753  |  0.345511  0.345511  0.345511
-2.781753  -2.781753  -2.719253  |  0.345511  0.345511  0.345508
-2.719253  -2.656753  -2.719253  |  0.345508  0.345526  0.345508
-2.719253  -2.719253  -2.750503  |  0.345508  0.345508  0.345507
-2.750503  -2.781753  -2.750503  |  0.345507  0.345511  0.345507
-2.750503  -2.750503  -2.734878  |  0.345507  0.345507  0.345506
-2.734878  -2.719253  -2.734878  |  0.345506  0.345508  0.345506
-2.734878  -2.734878  -2.742691  |  0.345506  0.345506  0.345506
-2.742691  -2.750503  -2.742691  |  0.345506  0.345507  0.345506
-2.742691  -2.742691  -2.742691  |  0.345506  0.345506  0.345506
-2.742691  -2.742691  -2.740738  |  0.345506  0.345506  0.345506
-2.740738  -2.738785  -2.740738  |  0.345506  0.345506  0.345506
-2.740738  -2.740738  -2.740738  |  0.345506  0.345506  0.345506
-2.740738  -2.740738  -2.741226  |  0.345506  0.345506  0.345506
-2.741226  -2.741714  -2.741226  |  0.345506  0.345506  0.345506
-2.741226  -2.741226  -2.741226  |  0.345506  0.345506  0.345506
-2.741226  -2.741226  -2.741104  |  0.345506  0.345506  0.345506
-2.741104  -2.740982  -2.741104  |  0.345506  0.345506  0.345506
-2.741104  -2.741104  -2.741165  |  0.345506  0.345506  0.345506
-2.741165  -2.741226  -2.741165  |  0.345506  0.345506  0.345506
-2.741165  -2.741165  -2.741165  |  0.345506  0.345506  0.345506
-2.741165  -2.741165  -2.741165  |  0.345506  0.345506  0.345506
-2.741165  -2.741165  -2.741165  |  0.345506  0.345506  0.345506
-2.741165  -2.741165  -2.741161  |  0.345506  0.345506  0.345506
-2.741161  -2.741157  -2.741161  |  0.345506  0.345506  0.345506
-2.741161  -2.741161  -2.741163  |  0.345506  0.345506  0.345506
-2.741163  -2.741165  -2.741163  |  0.345506  0.345506  0.345506
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-21.841963  -21.841963  -21.841963  |  0.275545  0.275545  0.273368
-21.841963  -21.841963  -21.841963  |  0.273368  0.272851  0.272851
-21.841963  -21.841963  -21.841963  |  0.272851  0.275599  0.272851
-21.841963  -21.841963  -21.841963  |  0.272851  0.272851  0.272808
-21.841963  -21.841963  -21.841963  |  0.272808  0.273368  0.272808
-21.841963  -21.841963  -21.841963  |  0.272808  0.272808  0.272742
-21.841963  -21.841963  -21.841963  |  0.272742  0.272851  0.272742
-21.841963  -21.841963  -21.841963  |  0.272742  0.272742  0.272742
-21.841963  -21.841963  -21.841963  |  0.272742  0.272742  0.272742
-21.841963  -21.841963  -21.841963  |  0.272742  0.272742  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272743  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
-21.841963  -21.841963  -21.841963  |  0.272741  0.272741  0.272741
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-47.339558  -47.339558  -46.839558  |  0.481964  0.481964  0.476021
-46.839558  -46.339558  -46.839558  |  0.476021  0.484169  0.476021
-46.839558  -46.839558  -46.839558  |  0.476021  0.476021  0.476021
-46.839558  -46.839558  -46.839558  |  0.476021  0.476021  0.476021
-46.839558  -46.839558  -46.902058  |  0.476021  0.476021  0.475994
-46.902058  -46.964558  -46.902058  |  0.475994  0.476197  0.475994
-46.902058  -46.902058  -46.870808  |  0.475994  0.475994  0.475978
-46.870808  -46.839558  -46.870808  |  0.475978  0.476021  0.475978
-46.870808  -46.870808  -46.870808  |  0.475978  0.475978  0.475977
-46.870808  -46.870808  -46.855183  |  0.475977  0.475985  0.475977
-46.855183  -46.839558  -46.839558  |  0.475977  0.475977  0.475977
-46.855183  -46.855183  -46.855183  |  0.475977  0.475977  0.475977
-46.855183  -46.855183  -46.855183  |  0.475977  0.475977  0.475977
-46.855183  -46.855183  -46.859089  |  0.475977  0.475977  0.475977
-46.859089  -46.862995  -46.862995  |  0.475977  0.475977  0.475977
-46.862995  -46.866901  -46.866901  |  0.475977  0.475977  0.475977
-46.862995  -46.862995  -46.862995  |  0.475977  0.475977  0.475977
-46.862995  -46.862995  -46.862995  |  0.475977  0.475977  0.475977
-46.862995  -46.862995  -46.862995  |  0.475977  0.475977  0.475977
-46.862995  -46.862995  -46.862995  |  0.475977  0.475977  0.475977
-46.862995  -46.862995  -46.863239  |  0.475977  0.475977  0.475977
-46.863239  -46.863483  -46.863483  |  0.475977  0.475977  0.475977
-46.863239  -46.863239  -46.863239  |  0.475977  0.475977  0.475977
-46.863239  -46.863239  -46.863239  |  0.475977  0.475977  0.475977
-46.863239  -46.863239  -46.863270  |  0.475977  0.475977  0.475977
-46.863270  -46.863300  -46.863270  |  0.475977  0.475977  0.475977
-46.863270  -46.863270  -46.863254  |  0.475977  0.475977  0.475977
-46.863254  -46.863239  -46.863239  |  0.475977  0.475977  0.475977
-46.863239  -46.863224  -46.863224  |  0.475977  0.475977  0.475977
-46.863224  -46.863209  -46.863209  |  0.475977  0.475977  0.475977
-46.863224  -46.863224  -46.863224  |  0.475977  0.475977  0.475977
-46.863224  -46.863224  -46.863224  |  0.475977  0.475977  0.475977
-46.863224  -46.863224  -46.863224  |  0.475977  0.475977  0.475977
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-43.367980  -43.367980  -43.867980  |  0.467903  0.467903  0.460812
-43.867980  -44.367980  -43.867980  |  0.460812  0.481312  0.460812
-43.867980  -43.867980  -43.617980  |  0.460812  0.460812  0.459813
-43.617980  -43.367980  -43.367980  |  0.459813  0.460194  0.460021
-43.617980  -43.617980  -43.617980  |  0.459813  0.459813  0.459813
-43.617980  -43.617980  -43.617980  |  0.459813  0.459813  0.459791
-43.617980  -43.617980  -43.680480  |  0.459791  0.459924  0.459793
-43.617980  -43.617980  -43.617980  |  0.459791  0.459791  0.459783
-43.617980  -43.617980  -43.586730  |  0.459783  0.459813  0.459785
-43.617980  -43.617980  -43.617980  |  0.459783  0.459783  0.459782
-43.617980  -43.617980  -43.633605  |  0.459782  0.459791  0.459782
-43.633605  -43.649230  -43.633605  |  0.459782  0.459787  0.459782
-43.633605  -43.633605  -43.633605  |  0.459782  0.459782  0.459781
-43.633605  -43.633605  -43.641417  |  0.459781  0.459783  0.459781
-43.633605  -43.633605  -43.633605  |  0.459781  0.459781  0.459781
-43.633605  -43.633605  -43.629699  |  0.459781  0.459782  0.459781
-43.633605  -43.633605  -43.633605  |  0.459781  0.459781  0.459781
-43.633605  -43.633605  -43.632628  |  0.459781  0.459781  0.459781
-43.632628  -43.631652  -43.631652  |  0.459781  0.459781  0.459781
-43.632628  -43.632628  -43.632628  |  0.459781  0.459781  0.459781
-43.632628  -43.632628  -43.632384  |  0.459781  0.459781  0.459781
-43.632384  -43.632140  -43.632140  |  0.459781  0.459781  0.459781
-43.632384  -43.632384  -43.632384  |  0.459781  0.459781  0.459781
-43.632384  -43.632384  -43.632323  |  0.459781  0.459781  0.459781
-43.632323  -43.632262  -43.632262  |  0.459781  0.459781  0.459781
-43.632323  -43.632323  -43.632323  |  0.459781  0.459781  0.459781
-43.632323  -43.632323  -43.632323  |  0.459781  0.459781  0.459781
-43.632323  -43.632323  -43.632339  |  0.459781  0.459781  0.459781
-43.632323  -43.632323  -43.632323  |  0.459781  0.459781  0.459781
-43.632323  -43.632323  -43.632316  |  0.459781  0.459781  0.459781
-43.632316  -43.632308  -43.632316  |  0.459781  0.459781  0.459781
-43.632316  -43.632316  -43.632316  |  0.459781  0.459781  0.459781
-43.632316  -43.632316  -43.632312  |  0.459781  0.459781  0.459781
-43.632312  -43.632308  -43.632312  |  0.459781  0.459781  0.459781
-43.632312  -43.632312  -43.632312  |  0.459781  0.459781  0.459781
-43.632312  -43.632312  -43.632310  |  0.459781  0.459781  0.459781
-43.632310  -43.632308  -43.632310  |  0.459781  0.459781  0.459781
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-17.576710  -17.576710  -17.076710  |  0.523844  0.523844  0.468276
-17.076710  -16.576710  -17.076710  |  0.468276  0.456220  0.451903
-17.076710  -17.076710  -17.576710  |  0.451903  0.474547  0.453846
-17.076710  -17.076710  -17.076710  |  0.451903  0.451903  0.451903
-17.076710  -17.076710  -17.201710  |  0.451903  0.451903  0.451784
-17.201710  -17.326710  -17.201710  |  0.451784  0.452067  0.451784
-17.201710  -17.201710  -17.201710  |  0.451784  0.451784  0.451784
-17.201710  -17.201710  -17.170460  |  0.451784  0.451784  0.451776
-17.170460  -17.139210  -17.170460  |  0.451776  0.451793  0.451776
-17.170460  -17.170460  -17.170460  |  0.451776  0.451776  0.451776
-17.170460  -17.170460  -17.178273  |  0.451776  0.451776  0.451776
-17.178273  -17.186085  -17.178273  |  0.451776  0.451777  0.451776
-17.178273  -17.178273  -17.178273  |  0.451776  0.451776  0.451776
-17.178273  -17.178273  -17.176320  |  0.451776  0.451776  0.451776
-17.176320  -17.174366  -17.176320  |  0.451776  0.451776  0.451776
-17.176320  -17.176320  -17.176320  |  0.451776  0.451776  0.451776
-17.176320  -17.176320  -17.176320  |  0.451776  0.451776  0.451776
-17.176320  -17.176320  -17.176320  |  0.451776  0.451776  0.451776
-17.176320  -17.176320  -17.176442  |  0.451776  0.451776  0.451776
-17.176442  -17.176564  -17.176442  |  0.451776  0.451776  0.451776
-17.176442  -17.176442  -17.176442  |  0.451776  0.451776  0.451776
-17.176442  -17.176442  -17.176411  |  0.451776  0.451776  0.451776
-17.176411  -17.176381  -17.176411  |  0.451776  0.451776  0.451776
-17.176411  -17.176411  -17.176426  |  0.451776  0.451776  0.451776
-17.176426  -17.176442  -17.176426  |  0.451776  0.451776  0.451776
-17.176426  -17.176426  -17.176419  |  0.451776  0.451776  0.451776
-17.176419  -17.176411  -17.176419  |  0.451776  0.451776  0.451776
-17.176419  -17.176419  -17.176419  |  0.451776  0.451776  0.451776
-17.176419  -17.176419  -17.176419  |  0.451776  0.451776  0.451776
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-20.675556  -20.675556  -20.175556  |  0.550999  0.550999  0.367783
-20.175556  -19.675556  -20.175556  |  0.367783  0.401146  0.347392
-20.175556  -20.175556  -20.675556  |  0.347392  0.398981  0.346632
-20.675556  -21.175556  -21.175556  |  0.346632  0.345697  0.345697
-21.175556  -21.675556  -21.675556  |  0.345697  0.345753  0.345753
-21.175556  -21.175556  -21.175556  |  0.345697  0.345697  0.345697
-21.175556  -21.175556  -21.175556  |  0.345697  0.345697  0.345697
-21.175556  -21.175556  -21.238056  |  0.345697  0.345697  0.345620
-21.238056  -21.300556  -21.300556  |  0.345620  0.345560  0.345560
-21.300556  -21.363056  -21.363056  |  0.345560  0.345521  0.345521
-21.363056  -21.425556  -21.425556  |  0.345521  0.345506  0.345506
-21.425556  -21.488056  -21.488056  |  0.345506  0.345519  0.345519
-21.425556  -21.425556  -21.425556  |  0.345506  0.345506  0.345506
-21.425556  -21.425556  -21.425556  |  0.345506  0.345506  0.345506
-21.425556  -21.425556  -21.425556  |  0.345506  0.345506  0.345506
-21.425556  -21.425556  -21.425556  |  0.345506  0.345506  0.345506
-21.425556  -21.425556  -21.425556  |  0.345506  0.345506  0.345506
-21.425556  -21.425556  -21.426533  |  0.345506  0.345506  0.345506
-21.426533  -21.427509  -21.426533  |  0.345506  0.345507  0.345506
-21.426533  -21.426533  -21.426044  |  0.345506  0.345506  0.345506
-21.426044  -21.425556  -21.426044  |  0.345506  0.345506  0.345506
-21.426044  -21.426044  -21.426289  |  0.345506  0.345506  0.345506
-21.426289  -21.426533  -21.426289  |  0.345506  0.345506  0.345506
-21.426289  -21.426289  -21.426166  |  0.345506  0.345506  0.345506
-21.426166  -21.426044  -21.426166  |  0.345506  0.345506  0.345506
-21.426166  -21.426166  -21.426166  |  0.345506  0.345506  0.345506
-21.426166  -21.426166  -21.426197  |  0.345506  0.345506  0.345506
-21.426197  -21.426228  -21.426197  |  0.345506  0.345506  0.345506
-21.426197  -21.426197  -21.426197  |  0.345506  0.345506  0.345506
-21.426197  -21.426197  -21.426212  |  0.345506  0.345506  0.345506
-21.426212  -21.426228  -21.426228  |  0.345506  0.345506  0.345506
-21.426228  -21.426243  -21.426243  |  0.345506  0.345506  0.345506
-21.426243  -21.426258  -21.426258  |  0.345506  0.345506  0.345506
-21.426243  -21.426243  -21.426243  |  0.345506  0.345506  0.345506
-21.426243  -21.426243  -21.426243  |  0.345506  0.345506  0.345506
-21.426243  -21.426243  -21.426243  |  0.345506  0.345506  0.345506
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-32.813887  -32.813887  -32.313887  |  0.613041  0.613041  0.536505
-32.313887  -31.813887  -31.313887  |  0.536505  0.417552  0.373738
-31.313887  -30.313887  -30.813887  |  0.373738  0.569826  0.435091
-31.313887  -31.313887  -31.313887  |  0.373738  0.373738  0.373486
-31.313887  -31.313887  -31.313887  |  0.373486  0.373324  0.373302
-31.313887  -31.313887  -31.313887  |  0.373302  0.373903  0.373475
-31.313887  -31.313887  -31.313887  |  0.373302  0.373302  0.373292
-31.313887  -31.313887  -31.313887  |  0.373292  0.373324  0.373292
-31.313887  -31.313887  -31.313887  |  0.373292  0.373292  0.373292
-31.313887  -31.313887  -31.313887  |  0.373292  0.373302  0.373292
-31.313887  -31.313887  -31.313887  |  0.373292  0.373292  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373292  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
-31.313887  -31.313887  -31.313887  |  0.373291  0.373291  0.373291
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
19.250111  19.250111  18.750111  |  0.530562  0.530562  0.462074
18.750111  18.250111  18.750111  |  0.462074  0.448020  0.441951
18.750111  18.750111  19.250111  |  0.441951  0.466295  0.446301
18.750111  18.750111  18.750111  |  0.441951  0.441951  0.441951
18.750111  18.750111  18.750111  |  0.441951  0.441951  0.441951
18.750111  18.750111  18.812611  |  0.441951  0.441951  0.441915
18.812611  18.875111  18.812611  |  0.441915  0.442044  0.441915
18.812611  18.812611  18.781361  |  0.441915  0.441915  0.441912
18.781361  18.750111  18.781361  |  0.441912  0.441951  0.441912
18.781361  18.781361  18.796986  |  0.441912  0.441912  0.441908
18.796986  18.812611  18.796986  |  0.441908  0.441915  0.441908
18.796986  18.796986  18.796986  |  0.441908  0.441908  0.441908
18.796986  18.796986  18.796986  |  0.441908  0.441908  0.441908
18.796986  18.796986  18.795033  |  0.441908  0.441908  0.441908
18.795033  18.793080  18.795033  |  0.441908  0.441908  0.441908
18.795033  18.795033  18.795033  |  0.441908  0.441908  0.441908
18.795033  18.795033  18.795033  |  0.441908  0.441908  0.441908
18.795033  18.795033  18.795277  |  0.441908  0.441908  0.441908
18.795277  18.795522  18.795277  |  0.441908  0.441908  0.441908
18.795277  18.795277  18.795155  |  0.441908  0.441908  0.441908
18.795155  18.795033  18.795155  |  0.441908  0.441908  0.441908
18.795155  18.795155  18.795216  |  0.441908  0.441908  0.441908
18.795216  18.795277  18.795216  |  0.441908  0.441908  0.441908
18.795216  18.795216  18.795216  |  0.441908  0.441908  0.441908
18.795216  18.795216  18.795216  |  0.441908  0.441908  0.441908
18.795216  18.795216  18.795209  |  0.441908  0.441908  0.441908
18.795209  18.795201  18.795209  |  0.441908  0.441908  0.441908
18.795209  18.795209  18.795209  |  0.441908  0.441908  0.441908
18.795209  18.795209  18.795209  |  0.441908  0.441908  0.441908
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
10.199980  10.199980  10.699980  |  0.407395  0.407395  0.397501
10.699980  11.199980  11.199980  |  0.397501  0.397307  0.397307
11.199980  11.699980  11.199980  |  0.397307  0.407868  0.397307
11.199980  11.199980  10.949980  |  0.397307  0.397307  0.396101
10.949980  10.699980  10.949980  |  0.396101  0.397501  0.396101
10.949980  10.949980  10.949980  |  0.396101  0.396101  0.396101
10.949980  10.949980  10.949980  |  0.396101  0.396101  0.396101
10.949980  10.949980  10.949980  |  0.396101  0.396101  0.396101
10.949980  10.949980  10.965605  |  0.396101  0.396101  0.396098
10.965605  10.981230  10.965605  |  0.396098  0.396106  0.396098
10.965605  10.965605  10.957792  |  0.396098  0.396098  0.396098
10.957792  10.949980  10.957792  |  0.396098  0.396101  0.396098
10.957792  10.957792  10.961698  |  0.396098  0.396098  0.396098
10.961698  10.965605  10.961698  |  0.396098  0.396098  0.396098
10.961698  10.961698  10.961698  |  0.396098  0.396098  0.396098
10.961698  10.961698  10.961698  |  0.396098  0.396098  0.396098
10.961698  10.961698  10.961210  |  0.396098  0.396098  0.396098
10.961210  10.960722  10.961210  |  0.396098  0.396098  0.396098
10.961210  10.961210  10.961454  |  0.396098  0.396098  0.396098
10.961454  10.961698  10.961454  |  0.396098  0.396098  0.396098
10.961454  10.961454  10.961454  |  0.396098  0.396098  0.396098
10.961454  10.961454  10.961454  |  0.396098  0.396098  0.396098
10.961454  10.961454  10.961454  |  0.396098  0.396098  0.396098
10.961454  10.961454  10.961439  |  0.396098  0.396098  0.396098
10.961439  10.961424  10.961439  |  0.396098  0.396098  0.396098
10.961439  10.961439  10.961447  |  0.396098  0.396098  0.396098
10.961447  10.961454  10.961447  |  0.396098  0.396098  0.396098
10.961447  10.961447  10.961443  |  0.396098  0.396098  0.396098
10.961443  10.961439  10.961443  |  0.396098  0.396098  0.396098
10.961443  10.961443  10.961443  |  0.396098  0.396098  0.396098
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-44.186947  -44.186947  -44.686947  |  0.496523  0.496523  0.479581
-44.686947  -45.186947  -44.686947  |  0.479581  0.497091  0.479581
-44.686947  -44.686947  -44.686947  |  0.479581  0.479581  0.479581
-44.686947  -44.686947  -44.686947  |  0.479581  0.479581  0.479581
-44.686947  -44.686947  -44.686947  |  0.479581  0.479581  0.479581
-44.686947  -44.686947  -44.655697  |  0.479581  0.479581  0.479571
-44.655697  -44.624447  -44.655697  |  0.479571  0.479601  0.479571
-44.655697  -44.655697  -44.655697  |  0.479571  0.479571  0.479571
-44.655697  -44.655697  -44.663510  |  0.479571  0.479571  0.479570
-44.663510  -44.671322  -44.663510  |  0.479570  0.479571  0.479570
-44.663510  -44.663510  -44.663510  |  0.479570  0.479570  0.479570
-44.663510  -44.663510  -44.663510  |  0.479570  0.479570  0.479570
-44.663510  -44.663510  -44.663510  |  0.479570  0.479570  0.479570
-44.663510  -44.663510  -44.663021  |  0.479570  0.479570  0.479570
-44.663021  -44.662533  -44.663021  |  0.479570  0.479570  0.479570
-44.663021  -44.663021  -44.663265  |  0.479570  0.479570  0.479570
-44.663265  -44.663510  -44.663265  |  0.479570  0.479570  0.479570
-44.663265  -44.663265  -44.663143  |  0.479570  0.479570  0.479570
-44.663143  -44.663021  -44.663143  |  0.479570  0.479570  0.479570
-44.663143  -44.663143  -44.663204  |  0.479570  0.479570  0.479570
-44.663204  -44.663265  -44.663204  |  0.479570  0.479570  0.479570
-44.663204  -44.663204  -44.663204  |  0.479570  0.479570  0.479570
-44.663204  -44.663204  -44.663189  |  0.479570  0.479570  0.479570
-44.663189  -44.663174  -44.663189  |  0.479570  0.479570  0.479570
-44.663189  -44.663189  -44.663189  |  0.479570  0.479570  0.479570
-44.663189  -44.663189  -44.663193  |  0.479570  0.479570  0.479570
-44.663193  -44.663197  -44.663193  |  0.479570  0.479570  0.479570
-44.663193  -44.663193  -44.663193  |  0.479570  0.479570  0.479570
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-26.507156  -26.507156  -26.507156  |  0.398024  0.398024  0.398024
-26.507156  -26.507156  -26.507156  |  0.398024  0.398024  0.396947
-26.507156  -26.507156  -26.257156  |  0.396947  0.406377  0.396353
-26.257156  -26.007156  -26.007156  |  0.396353  0.396117  0.396117
-26.007156  -25.757156  -25.757156  |  0.396117  0.396129  0.396129
-26.007156  -26.007156  -26.007156  |  0.396117  0.396117  0.396117
-26.007156  -26.007156  -26.007156  |  0.396117  0.396117  0.396117
-26.007156  -26.007156  -26.007156  |  0.396117  0.396117  0.396117
-26.007156  -26.007156  -25.991531  |  0.396117  0.396117  0.396099
-25.991531  -25.975906  -25.991531  |  0.396099  0.396138  0.396099
-25.991531  -25.991531  -25.991531  |  0.396099  0.396099  0.396099
-25.991531  -25.991531  -25.995438  |  0.396099  0.396099  0.396098
-25.995438  -25.999344  -25.995438  |  0.396098  0.396101  0.396098
-25.995438  -25.995438  -25.993484  |  0.396098  0.396098  0.396098
-25.993484  -25.991531  -25.991531  |  0.396098  0.396098  0.396098
-25.991531  -25.989578  -25.989578  |  0.396098  0.396098  0.396098
-25.989578  -25.987625  -25.987625  |  0.396098  0.396098  0.396098
-25.987625  -25.985672  -25.985672  |  0.396098  0.396098  0.396098
-25.987625  -25.987625  -25.987625  |  0.396098  0.396098  0.396098
-25.987625  -25.987625  -25.987625  |  0.396098  0.396098  0.396098
-25.987625  -25.987625  -25.987625  |  0.396098  0.396098  0.396098
-25.987625  -25.987625  -25.987869  |  0.396098  0.396098  0.396098
-25.987869  -25.988113  -25.988113  |  0.396098  0.396098  0.396098
-25.988113  -25.988357  -25.988357  |  0.396098  0.396098  0.396098
-25.988357  -25.988602  -25.988602  |  0.396098  0.396098  0.396098
-25.988357  -25.988357  -25.988357  |  0.396098  0.396098  0.396098
-25.988357  -25.988357  -25.988357  |  0.396098  0.396098  0.396098
-25.988357  -25.988357  -25.988357  |  0.396098  0.396098  0.396098
-25.988357  -25.988357  -25.988373  |  0.396098  0.396098  0.396098
-25.988373  -25.988388  -25.988373  |  0.396098  0.396098  0.396098
-25.988373  -25.988373  -25.988373  |  0.396098  0.396098  0.396098
-25.988373  -25.988373  -25.988369  |  0.396098  0.396098  0.396098
-25.988369  -25.988365  -25.988369  |  0.396098  0.396098  0.396098
-25.988369  -25.988369  -25.988371  |  0.396098  0.396098  0.396098
-25.988371  -25.988373  -25.988371  |  0.396098  0.396098  0.396098
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-48.428276  -48.428276  -48.928276  |  0.489275  0.489275  0.482768
-48.928276  -49.428276  -48.928276  |  0.482768  0.485404  0.482768
-48.928276  -48.928276  -48.928276  |  0.482768  0.482768  0.482768
-48.928276  -48.928276  -49.053276  |  0.482768  0.482768  0.482548
-49.053276  -49.178276  -49.053276  |  0.482548  0.482928  0.482548
-49.053276  -49.053276  -49.053276  |  0.482548  0.482548  0.482548
-49.053276  -49.053276  -49.022026  |  0.482548  0.482548  0.482546
-49.022026  -48.990776  -48.990776  |  0.482546  0.482544  0.482544
-48.990776  -48.959526  -48.959526  |  0.482544  0.482543  0.482543
-48.959526  -48.928276  -48.928276  |  0.482543  0.482543  0.482543
-48.928276  -48.897026  -48.897026  |  0.482543  0.482542  0.482542
-48.897026  -48.865776  -48.865776  |  0.482542  0.482542  0.482542
-48.865776  -48.834526  -48.834526  |  0.482542  0.482543  0.482543
-48.865776  -48.865776  -48.865776  |  0.482542  0.482542  0.482542
-48.865776  -48.865776  -48.865776  |  0.482542  0.482542  0.482542
-48.865776  -48.865776  -48.865776  |  0.482542  0.482542  0.482542
-48.865776  -48.865776  -48.867730  |  0.482542  0.482542  0.482542
-48.867730  -48.869683  -48.867730  |  0.482542  0.482542  0.482542
-48.867730  -48.867730  -48.866753  |  0.482542  0.482542  0.482542
-48.866753  -48.865776  -48.865776  |  0.482542  0.482542  0.482542
-48.865776  -48.864800  -48.864800  |  0.482542  0.482542  0.482542
-48.864800  -48.863823  -48.863823  |  0.482542  0.482542  0.482542
-48.863823  -48.862847  -48.862847  |  0.482542  0.482542  0.482542
-48.862847  -48.861870  -48.861870  |  0.482542  0.482542  0.482542
-48.861870  -48.860894  -48.860894  |  0.482542  0.482542  0.482542
-48.861870  -48.861870  -48.861870  |  0.482542  0.482542  0.482542
